Name,Price,Image,Link
HP Pavilion Intel Core i5 12th Gen 1235U - (16 GB/1 TB SSD/Windows 11 Home) 14-dv2153TU Thin and Light...,"₹69,990",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/1/l/p/-original-imagwzwcncgpnqub.jpeg?q=70,https://www.flipkart.com/hp-pavilion-intel-core-i5-12th-gen-1235u-16-gb-1-tb-ssd-windows-11-home-14-dv2153tu-thin-light-laptop/p/itm9236b466db2d7?pid=COMGT34TR3XEEZYB&lid=LSTCOMGT34TR3XEEZYBQKADZ6&marketplace=FLIPKART&q=laptop+under+70000&store=6bo%2Fb5g&srno=s_1_22&otracker=AS_QueryStore_OrganicAutoSuggest_1_17_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_17_na_na_na&fm=organic&iid=b1deb8da-f2e3-43b2-9c31-4ff2d463cb5c.COMGT34TR3XEEZYB.SEARCH&ppt=None&ppn=None&ssid=f5hzuzx00g0000001706076792304&qH=08d5bcbb70e82e43
HP Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) 15-hr0001TU Thin and Light Laptop,"₹64,990",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/t/g/-original-imagwzwbamzhz8f2.jpeg?q=70,https://www.flipkart.com/hp-intel-core-i5-13th-gen-1335u-16-gb-512-gb-ssd-windows-11-home-15-hr0001tu-thin-light-laptop/p/itmf3f9509871a41?pid=COMGZVGHM4YNVSAH&lid=LSTCOMGZVGHM4YNVSAH44ZL6P&marketplace=FLIPKART&q=laptop+under+70000&store=6bo%2Fb5g&srno=s_1_23&otracker=AS_QueryStore_OrganicAutoSuggest_1_17_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_17_na_na_na&fm=organic&iid=b1deb8da-f2e3-43b2-9c31-4ff2d463cb5c.COMGZVGHM4YNVSAH.SEARCH&ppt=None&ppn=None&ssid=f5hzuzx00g0000001706076792304&qH=08d5bcbb70e82e43
Lenovo IdeaPad Gaming 3 AMD Ryzen 5 Hexa Core 6600H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/...,"₹67,890",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/t/v/2/-original-imagufyhznq26vpn.jpeg?q=70,https://www.flipkart.com/lenovo-ideapad-gaming-3-amd-ryzen-5-hexa-core-6600h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-15arh7-laptop/p/itmd03b41328099d?pid=COMGSVFE3HZQDWEB&lid=LSTCOMGSVFE3HZQDWEBFDTTA8&marketplace=FLIPKART&q=laptop+under+70000&store=6bo%2Fb5g&srno=s_1_24&otracker=AS_QueryStore_OrganicAutoSuggest_1_17_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_17_na_na_na&fm=organic&iid=b1deb8da-f2e3-43b2-9c31-4ff2d463cb5c.COMGSVFE3HZQDWEB.SEARCH&ppt=None&ppn=None&ssid=f5hzuzx00g0000001706076792304&qH=08d5bcbb70e82e43
Lenovo Yoga Slim 6 Intel Evo Intel Core i5 12th Gen 1240P - (16 GB/512 GB SSD/Windows 11 Home) 14IAP8 ...,"₹64,619",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/b/p/4/-original-imagtzfgwutmyqwy.jpeg?q=70,https://www.flipkart.com/lenovo-yoga-slim-6-intel-evo-core-i5-12th-gen-1240p-16-gb-512-gb-ssd-windows-11-home-14iap8-thin-light-laptop/p/itmae04103d75ff9?pid=COMGTGMTF6BCTA88&lid=LSTCOMGTGMTF6BCTA88B7GBAM&marketplace=FLIPKART&q=laptop+under+70000&store=6bo%2Fb5g&srno=s_2_25&otracker=AS_QueryStore_OrganicAutoSuggest_1_17_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_17_na_na_na&fm=organic&iid=3378cbb5-1c5d-4c1e-a030-244cc3ceb152.COMGTGMTF6BCTA88.SEARCH&ppt=None&ppn=None&ssid=daho7x12680000001706076793237&qH=08d5bcbb70e82e43
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (16 GB/512 GB SSD/Windows 11 Home/4 G...","₹65,990",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/d/k/k/-original-imagqkqnb2fpbhyb.jpeg?q=70,https://www.flipkart.com/asus-vivobook-pro-15-creator-amd-ryzen-5-hexa-core-5600hs-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-50-tgp-m6500qc-hn541ws-gaming-laptop/p/itm899383ac8e152?pid=COMGNRNUB4YZPDHM&lid=LSTCOMGNRNUB4YZPDHM2TAPXB&marketplace=FLIPKART&q=laptop+under+70000&store=6bo%2Fb5g&srno=s_2_26&otracker=AS_QueryStore_OrganicAutoSuggest_1_17_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_17_na_na_na&fm=organic&iid=3378cbb5-1c5d-4c1e-a030-244cc3ceb152.COMGNRNUB4YZPDHM.SEARCH&ppt=None&ppn=None&ssid=daho7x12680000001706076793237&qH=08d5bcbb70e82e43
WINGS Nuvobook V1 Aluminium Alloy Metal Body Intel Intel Core i5 11th Gen 1155G7 - (8 GB/512 GB SSD/Wi...,"₹34,990",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/q/k/k/-original-imagtq3zkzyfudmn.jpeg?q=70,https://www.flipkart.com/wings-nuvobook-v1-aluminium-alloy-metal-body-intel-core-i5-11th-gen-1155g7-8-gb-512-gb-ssd-windows-11-home-wl-nuvobook-v1-grn-thin-light-laptop/p/itm08b220f630a42?pid=COMGQHYFDAV3PF5G&lid=LSTCOMGQHYFDAV3PF5GOQDUUE&marketplace=FLIPKART&q=laptop+under+70000&store=6bo%2Fb5g&srno=s_2_27&otracker=AS_QueryStore_OrganicAutoSuggest_1_17_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_17_na_na_na&fm=organic&iid=en_ZjpRys-oO4e0ReKbWPQOlhRUhLTRLsaIMyfjfM2Xj3_YGSAy-5AKi7TP6jqaa4gkUrIO12VLxgKwNierv_WDJw%3D%3D&ppt=None&ppn=None&ssid=daho7x12680000001706076793237&qH=08d5bcbb70e82e43
CHUWI Intel Celeron Quad Core 12th Gen N100 - (8 GB/256 GB SSD/Windows 11 Home) GemiBook X_Pro Laptop,"₹19,990",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/b/r/w/gemibook-x-pro-laptop-chuwi-original-imagwfm84fgdm8bv.jpeg?q=70,https://www.flipkart.com/chuwi-intel-celeron-quad-core-12th-gen-n100-8-gb-256-gb-ssd-windows-11-home-gemibook-x-pro-laptop/p/itm95998eabab6f9?pid=COMGVBZBDZJXUZFC&lid=LSTCOMGVBZBDZJXUZFCFYZTJO&marketplace=FLIPKART&q=laptop+under+70000&store=6bo%2Fb5g&srno=s_2_28&otracker=AS_QueryStore_OrganicAutoSuggest_1_17_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_17_na_na_na&fm=organic&iid=en_ZjpRys-oO4e0ReKbWPQOlhRUhLTRLsaIMyfjfM2Xj3-S4RgP6FubyxFv7rSmx0l6MLFTYpLK9kOJQJ-ZvlAzQQ%3D%3D&ppt=None&ppn=None&ssid=daho7x12680000001706076793237&qH=08d5bcbb70e82e43
Lenovo IdeaPad Slim 5 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) 14IRL8 Thin a...,"₹68,890",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/q/d/x/-original-imagufyhphszz3yr.jpeg?q=70,https://www.flipkart.com/lenovo-ideapad-slim-5-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-14irl8-thin-light-laptop/p/itm96e095b1b96de?pid=COMGRU9ZRGNNBNGD&lid=LSTCOMGRU9ZRGNNBNGDNS02LU&marketplace=FLIPKART&q=laptop+under+70000&store=6bo%2Fb5g&srno=s_2_29&otracker=AS_QueryStore_OrganicAutoSuggest_1_17_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_17_na_na_na&fm=organic&iid=3378cbb5-1c5d-4c1e-a030-244cc3ceb152.COMGRU9ZRGNNBNGD.SEARCH&ppt=None&ppn=None&ssid=daho7x12680000001706076793237&qH=08d5bcbb70e82e43
Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen 11300H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics...,"₹62,990",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/b/d/a/-original-imagufyhnrhatfrp.jpeg?q=70,https://www.flipkart.com/lenovo-ideapad-gaming-3-intel-core-i5-11th-gen-11300h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-15ihu6d2-laptop/p/itm6ae43bf9ddbd4?pid=COMGBNFUHREA8EJN&lid=LSTCOMGBNFUHREA8EJNCOPCZZ&marketplace=FLIPKART&q=laptop+under+70000&store=6bo%2Fb5g&srno=s_2_30&otracker=AS_QueryStore_OrganicAutoSuggest_1_17_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_17_na_na_na&fm=organic&iid=3378cbb5-1c5d-4c1e-a030-244cc3ceb152.COMGBNFUHREA8EJN.SEARCH&ppt=None&ppn=None&ssid=daho7x12680000001706076793237&qH=08d5bcbb70e82e43
WINGS Nuvobook S1 Aluminium Alloy Metal Body Intel Intel Core i3 11th Gen 1125G4 - (8 GB/256 GB SSD/Wi...,"₹29,990",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/j/2/o/-original-imagtq47azeytzzg.jpeg?q=70,https://www.flipkart.com/wings-nuvobook-s1-aluminium-alloy-metal-body-intel-core-i3-11th-gen-1125g4-8-gb-256-gb-ssd-windows-11-home-wl-nuvobook-s1-grn-thin-light-laptop/p/itma074a71804e83?pid=COMGQHYFTMAKHBAN&lid=LSTCOMGQHYFTMAKHBANLB0BWS&marketplace=FLIPKART&q=laptop+under+70000&store=6bo%2Fb5g&srno=s_2_31&otracker=AS_QueryStore_OrganicAutoSuggest_1_17_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_17_na_na_na&fm=organic&iid=en_ZjpRys-oO4e0ReKbWPQOlhRUhLTRLsaIMyfjfM2Xj3_lYP3PDzkwKJTkxTswVIiZUmWEWnBJL37GrdF6JcVpLQ%3D%3D&ppt=None&ppn=None&ssid=daho7x12680000001706076793237&qH=08d5bcbb70e82e43
Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin and...,"₹35,490",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/0/f/v/-original-imaguyhzwj4tqwqu.jpeg?q=70,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-15iau7-thin-light-laptop/p/itmdea7d038d535b?pid=COMGP26H8PHCAMZE&lid=LSTCOMGP26H8PHCAMZEFQNPB4&marketplace=FLIPKART&q=laptop+under+70000&store=6bo%2Fb5g&srno=s_2_32&otracker=AS_QueryStore_OrganicAutoSuggest_1_17_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_17_na_na_na&fm=organic&iid=en_ZjpRys-oO4e0ReKbWPQOlhRUhLTRLsaIMyfjfM2Xj3_5Y0aQ3o51Fh-hsOX_naZByeJ11cWjCwjpyVTknc_LFw%3D%3D&ppt=None&ppn=None&ssid=daho7x12680000001706076793237&qH=08d5bcbb70e82e43
HP Victus Intel Core i5 12th Gen 12450H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,"₹66,990",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/8/i/j/-original-imagthcbgurdzwuc.jpeg?q=70,https://www.flipkart.com/hp-victus-intel-core-i5-12th-gen-12450h-16-gb-1-tb-ssd-windows-11-home-4-gb-graphics-nvidia-geforce-rtx-2050-50-tgp-fa1145tx-gaming-laptop/p/itme3578e9dc1aa9?pid=COMGSV4R5DAZYSME&lid=LSTCOMGSV4R5DAZYSMESIYXPH&marketplace=FLIPKART&q=laptop+under+70000&store=6bo%2Fb5g&srno=s_2_33&otracker=AS_QueryStore_OrganicAutoSuggest_1_17_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_17_na_na_na&fm=organic&iid=3378cbb5-1c5d-4c1e-a030-244cc3ceb152.COMGSV4R5DAZYSME.SEARCH&ppt=None&ppn=None&ssid=daho7x12680000001706076793237&qH=08d5bcbb70e82e43
ASUS Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX 30...,"₹59,933",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/j/g/j/fx506hc-hn089ws-gaming-laptop-asus-original-imagrv42t2eyhkyu.jpeg?q=70,https://www.flipkart.com/asus-intel-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-4gb-graphics-fx506hc-hn089ws-gaming-laptop/p/itma0d3fe1d87c9f?pid=COMGRV428WYGDHHY&lid=LSTCOMGRV428WYGDHHYSKVKYA&marketplace=FLIPKART&q=laptop+under+70000&store=6bo%2Fb5g&srno=s_2_34&otracker=AS_QueryStore_OrganicAutoSuggest_1_17_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_17_na_na_na&fm=organic&iid=3378cbb5-1c5d-4c1e-a030-244cc3ceb152.COMGRV428WYGDHHY.SEARCH&ppt=None&ppn=None&ssid=daho7x12680000001706076793237&qH=08d5bcbb70e82e43
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin and...,"₹42,990",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/o/t/-original-imaguyhz7cyftguh.jpeg?q=70,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-15iau7-thin-light-laptop/p/itme38b4c2cd4dfa?pid=COMGFM5BHPZWTFST&lid=LSTCOMGFM5BHPZWTFSTRRCS5G&marketplace=FLIPKART&q=laptop+under+70000&store=6bo%2Fb5g&srno=s_2_35&otracker=AS_QueryStore_OrganicAutoSuggest_1_17_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_17_na_na_na&fm=organic&iid=3378cbb5-1c5d-4c1e-a030-244cc3ceb152.COMGFM5BHPZWTFST.SEARCH&ppt=None&ppn=None&ssid=daho7x12680000001706076793237&qH=08d5bcbb70e82e43
HP 15s Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5112TU Thin and Light L...,"₹57,990",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/l/e/-original-imagp8xz5bfrpzvz.jpeg?q=70,https://www.flipkart.com/hp-15s-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-15s-fq5112tu-thin-light-laptop/p/itmafa17a199da31?pid=COMGG63HWNMXZKDF&lid=LSTCOMGG63HWNMXZKDFXSKRQF&marketplace=FLIPKART&q=laptop+under+70000&store=6bo%2Fb5g&srno=s_2_36&otracker=AS_QueryStore_OrganicAutoSuggest_1_17_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_17_na_na_na&fm=organic&iid=3378cbb5-1c5d-4c1e-a030-244cc3ceb152.COMGG63HWNMXZKDF.SEARCH&ppt=None&ppn=None&ssid=daho7x12680000001706076793237&qH=08d5bcbb70e82e43
WINGS Nuvobook S1 Aluminium Alloy Metal Body Intel Intel Core i3 11th Gen 1125G4 - (8 GB/256 GB SSD/Wi...,"₹29,990",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/s/g/4/-original-imagtq43qacwgptw.jpeg?q=70,https://www.flipkart.com/wings-nuvobook-s1-aluminium-alloy-metal-body-intel-core-i3-11th-gen-1125g4-8-gb-256-gb-ssd-windows-11-home-wl-nuvobook-s1-slv-thin-light-laptop/p/itm031dee32b0d0e?pid=COMGQHYFQFWJV7AD&lid=LSTCOMGQHYFQFWJV7AD9POEPS&marketplace=FLIPKART&q=laptop+under+70000&store=6bo%2Fb5g&srno=s_2_37&otracker=AS_QueryStore_OrganicAutoSuggest_1_17_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_17_na_na_na&fm=organic&iid=en_ZjpRys-oO4e0ReKbWPQOlhRUhLTRLsaIMyfjfM2Xj3_1Tru3Zwzo_VD8JfcDT-_RWhsBKJN0hnHi7_G8JMAnPQ%3D%3D&ppt=None&ppn=None&ssid=daho7x12680000001706076793237&qH=08d5bcbb70e82e43
WINGS Nuvobook S1 Aluminium Alloy Metal Body Intel Intel Core i3 11th Gen 1125G4 - (8 GB/256 GB SSD/Wi...,"₹29,990",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/8/9/h/-original-imagtq43ngggg9gj.jpeg?q=70,https://www.flipkart.com/wings-nuvobook-s1-aluminium-alloy-metal-body-intel-core-i3-11th-gen-1125g4-8-gb-256-gb-ssd-windows-11-home-wl-nuvobook-s1-blu-thin-light-laptop/p/itm5b78d87082afc?pid=COMGQHYFNHAZNZGA&lid=LSTCOMGQHYFNHAZNZGA3ABTME&marketplace=FLIPKART&q=laptop+under+70000&store=6bo%2Fb5g&srno=s_2_38&otracker=AS_QueryStore_OrganicAutoSuggest_1_17_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_17_na_na_na&fm=organic&iid=en_ZjpRys-oO4e0ReKbWPQOlhRUhLTRLsaIMyfjfM2Xj38K0ujLcqMGbzi_JmCuI0We4NW-gDtJpExSHHOyj85uiA%3D%3D&ppt=None&ppn=None&ssid=daho7x12680000001706076793237&qH=08d5bcbb70e82e43
DELL Inspiron Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 5430 Thin and ...,"₹62,990",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/8/p/q/inspiron-5430-thin-and-light-laptop-dell-original-imagueh3hwuj7cgk.jpeg?q=70,https://www.flipkart.com/dell-inspiron-intel-core-i5-13th-gen-1335u-8-gb-512-gb-ssd-windows-11-home-5430-thin-light-laptop/p/itmd36b744a13d70?pid=COMGZMKFQTJZQZRW&lid=LSTCOMGZMKFQTJZQZRWZ5VZ6P&marketplace=FLIPKART&q=laptop+under+70000&store=6bo%2Fb5g&srno=s_2_39&otracker=AS_QueryStore_OrganicAutoSuggest_1_17_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_17_na_na_na&fm=organic&iid=3378cbb5-1c5d-4c1e-a030-244cc3ceb152.COMGZMKFQTJZQZRW.SEARCH&ppt=None&ppn=None&ssid=daho7x12680000001706076793237&qH=08d5bcbb70e82e43
Acer Travelmate AMD Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) TMP214-41-G3 Thin and...,"₹34,990",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/l/7/a/-original-imagr6uetkh2gyhk.jpeg?q=70,https://www.flipkart.com/acer-travelmate-amd-ryzen-5-hexa-core-5500u-16-gb-512-gb-ssd-windows-11-home-tmp214-41-g3-thin-light-laptop/p/itm7a22bbcf003c8?pid=COMGQWPY4DZTPSRQ&lid=LSTCOMGQWPY4DZTPSRQAP0L4B&marketplace=FLIPKART&q=laptop+under+70000&store=6bo%2Fb5g&srno=s_2_40&otracker=AS_QueryStore_OrganicAutoSuggest_1_17_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_17_na_na_na&fm=organic&iid=3378cbb5-1c5d-4c1e-a030-244cc3ceb152.COMGQWPY4DZTPSRQ.SEARCH&ppt=None&ppn=None&ssid=daho7x12680000001706076793237&qH=08d5bcbb70e82e43
MSI GF63 Intel Core i5 12th Gen 12450H - (16 GB/1 TB HDD/256 GB SSD/Windows 11 Home/6 GB Graphics/NVID...,"₹69,990",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/7/n/j/-original-imagpyc3eyefdjuc.jpeg?q=70,https://www.flipkart.com/msi-gf63-intel-core-i5-12th-gen-12450h-16-gb-1-tb-hdd-256-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-144-hz-thin-12ve-267in-gaming-laptop/p/itm523261b42e46b?pid=COMGZ5F3RTSNVFES&lid=LSTCOMGZ5F3RTSNVFESVG59K0&marketplace=FLIPKART&q=laptop+under+70000&store=6bo%2Fb5g&srno=s_2_41&otracker=AS_QueryStore_OrganicAutoSuggest_1_17_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_17_na_na_na&fm=organic&iid=3378cbb5-1c5d-4c1e-a030-244cc3ceb152.COMGZ5F3RTSNVFES.SEARCH&ppt=None&ppn=None&ssid=daho7x12680000001706076793237&qH=08d5bcbb70e82e43
HP 15s (2023) Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0013TU Thin and L...,"₹67,990",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/1/z/-original-imagwzwbx8sfjy9r.jpeg?q=70,https://www.flipkart.com/hp-15s-2023-intel-core-i5-13th-gen-1335u-16-gb-512-gb-ssd-windows-11-home-15-fd0013tu-thin-light-laptop/p/itm884f106d6502a?pid=COMGZVGHMDQS67FQ&lid=LSTCOMGZVGHMDQS67FQ2APTPN&marketplace=FLIPKART&q=laptop+under+70000&store=6bo%2Fb5g&srno=s_2_42&otracker=AS_QueryStore_OrganicAutoSuggest_1_17_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_17_na_na_na&fm=organic&iid=3378cbb5-1c5d-4c1e-a030-244cc3ceb152.COMGZVGHMDQS67FQ.SEARCH&ppt=None&ppn=None&ssid=daho7x12680000001706076793237&qH=08d5bcbb70e82e43
ASUS Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX20...,"₹66,972",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/v/n/t/tuf-f17-fx706hf-gaming-laptop-asus-original-imagtgb3rshczgfy.jpeg?q=70,https://www.flipkart.com/asus-intel-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-rtx2050-4gb-fx706hf-hx019w-gaming-laptop/p/itmefea001f80981?pid=COMGTGB3YFVZBXVZ&lid=LSTCOMGTGB3YFVZBXVZRTNNDC&marketplace=FLIPKART&q=laptop+under+70000&store=6bo%2Fb5g&srno=s_2_43&otracker=AS_QueryStore_OrganicAutoSuggest_1_17_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_17_na_na_na&fm=organic&iid=3378cbb5-1c5d-4c1e-a030-244cc3ceb152.COMGTGB3YFVZBXVZ.SEARCH&ppt=None&ppn=None&ssid=daho7x12680000001706076793237&qH=08d5bcbb70e82e43
HP Pavilion 14 (2023) Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) Pavilion 14-DV2041TU...,"₹65,499",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/v/i/a/-original-imagwy8dm5mqxea6.jpeg?q=70,https://www.flipkart.com/hp-pavilion-14-2023-intel-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-14-dv2041tu-laptop/p/itm5b68c71d614ff?pid=COMGZHNMQFWGTVDX&lid=LSTCOMGZHNMQFWGTVDXI0XIK4&marketplace=FLIPKART&q=laptop+under+70000&store=6bo%2Fb5g&srno=s_2_44&otracker=AS_QueryStore_OrganicAutoSuggest_1_17_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_17_na_na_na&fm=organic&iid=3378cbb5-1c5d-4c1e-a030-244cc3ceb152.COMGZHNMQFWGTVDX.SEARCH&ppt=None&ppn=None&ssid=daho7x12680000001706076793237&qH=08d5bcbb70e82e43
DELL Inspiron 15 3520 Intel Core i5 12th Gen Core i5 - (8 GB/512 GB SSD/Windows 11 Home) D560885WIN9S ...,"₹47,990",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/m/4/q/inspiron-3520-laptop-dell-original-imagpefqt7hjqufh.jpeg?q=70,https://www.flipkart.com/dell-inspiron-15-3520-intel-core-i5-12th-gen-8-gb-512-gb-ssd-windows-11-home-d560885win9s-laptop/p/itm0d113cb3d051c?pid=COMGPEFQ76N9GZ8F&lid=LSTCOMGPEFQ76N9GZ8FH2IHTA&marketplace=FLIPKART&q=laptop+under+70000&store=6bo%2Fb5g&srno=s_2_45&otracker=AS_QueryStore_OrganicAutoSuggest_1_17_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_17_na_na_na&fm=organic&iid=3378cbb5-1c5d-4c1e-a030-244cc3ceb152.COMGPEFQ76N9GZ8F.SEARCH&ppt=None&ppn=None&ssid=daho7x12680000001706076793237&qH=08d5bcbb70e82e43
Acer Nitro V Intel Core i5 13th Gen 13420H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,"₹62,990",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/d/w/x/anv15-51-gaming-laptop-acer-original-imagtkaqg3qxh6sh.jpeg?q=70,https://www.flipkart.com/acer-nitro-v-intel-core-i5-13th-gen-13420h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-anv15-51-gaming-laptop/p/itm77aca0e8bd8bc?pid=COMGTDRHXGNVSRXH&lid=LSTCOMGTDRHXGNVSRXHTUBR9O&marketplace=FLIPKART&q=laptop+under+70000&store=6bo%2Fb5g&srno=s_2_46&otracker=AS_QueryStore_OrganicAutoSuggest_1_17_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_17_na_na_na&fm=organic&iid=3378cbb5-1c5d-4c1e-a030-244cc3ceb152.COMGTDRHXGNVSRXH.SEARCH&ppt=None&ppn=None&ssid=daho7x12680000001706076793237&qH=08d5bcbb70e82e43
ASUS ExpertBook B9 Intel Core i5 10th Gen 10210U - (8 GB/512 GB SSD/Windows 10 Home) ExpertBook B9 B94...,"₹69,911",https://rukminim2.flixcart.com/image/312/312/kf8kvbk0/computer/p/m/y/asus-original-imafvq2qyjm7humq.jpeg?q=70,https://www.flipkart.com/asus-expertbook-b9-intel-core-i5-10th-gen-10210u-8-gb-512-gb-ssd-windows-10-home-b9450fa-thin-light-laptop/p/itma76150e97ccc9?pid=COMFVKZGXTWHKRDH&lid=LSTCOMFVKZGXTWHKRDHDDZS27&marketplace=FLIPKART&q=laptop+under+70000&store=6bo%2Fb5g&srno=s_2_47&otracker=AS_QueryStore_OrganicAutoSuggest_1_17_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_17_na_na_na&fm=organic&iid=3378cbb5-1c5d-4c1e-a030-244cc3ceb152.COMFVKZGXTWHKRDH.SEARCH&ppt=None&ppn=None&ssid=daho7x12680000001706076793237&qH=08d5bcbb70e82e43
